# mean_r,mean_g,mean_b,st_dev,skewness,diff_rg,diff_rb,diff_gb,energy,entropy,contrast,homogeneity,cloud,cover,class,cloud_height
6.102192440996864065e+01,7.021220168344611068e+01,1.000136425152665538e+02,1.321208790689823331e+01,1.542939475962367579e+00,-9.190277273477470033e+00,-3.899171810529789894e+01,-2.980144083182043246e+01,2.786788584000000000e+09,2.043389020175095880e+06,1.696349000000000000e+06,3.807930378850734560e+05,8.526159432249545353e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.587055949826705614e+01,8.371073114375309387e+01,1.074451609176431788e+02,1.430742438089137281e+01,1.632570963229636352e+00,-7.840171645486052832e+00,-3.157460141937613329e+01,-2.373442977389008490e+01,1.938260064000000000e+09,1.947812024004166247e+06,2.946810000000000000e+06,3.497367724279157701e+05,1.498101997029212817e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.957540750915752881e+01,1.033033409645909444e+02,1.215461797924297969e+02,2.910283092022853779e+01,1.798284180872251392e+00,-3.727933455433443566e+00,-2.197077228327228227e+01,-1.824283882783884181e+01,1.797157654000000000e+09,1.959477323377036955e+06,5.731698000000000000e+06,3.635292944640017813e+05,2.883379120879120960e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.959607360950651866e+01,7.581825218682952539e+01,9.808755405182371589e+01,7.993840697780500548e+00,5.646703251464180173e-01,-6.222178577322992510e+00,-2.849148044231720789e+01,-2.226930186499422248e+01,3.471909666000000000e+09,2.125024361208769027e+06,1.845397000000000000e+06,3.886018280616439297e+05,6.396435055289652338e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.751730318534411879e+01,9.105194256477967940e+01,1.116178874401716428e+02,1.264946987852235161e+01,7.014284041518320523e-01,-3.534639379435546402e+00,-2.410058425482752398e+01,-2.056594487539197758e+01,1.858717350000000000e+09,1.956352835004365304e+06,2.968229000000000000e+06,3.473789309639505809e+05,2.176415250041260907e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.904800792209935878e+01,7.093737085327613556e+01,1.079976712328767263e+02,1.975765885619523843e+01,3.798293136025081562e+00,-1.188936293117676435e+01,-4.894966331077734623e+01,-3.706030037960059076e+01,2.522550876000000000e+09,1.974893747632605955e+06,4.009347000000000000e+06,3.659209538319432759e+05,4.146723881828685149e-02,0.000000000000000000e+00,3.155000000000000000e+03
9.981444597069595659e+01,1.023001755189255135e+02,1.127233287545787590e+02,1.406328433959468782e+01,9.448682606286852304e-01,-2.485729548229542729e+00,-1.290888278388278643e+01,-1.042315323565324370e+01,2.921654240000000000e+09,2.225072253358048853e+06,1.772554000000000000e+06,4.364383539210066665e+05,3.636095848595847779e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.522530945700609095e+01,9.091200363096220372e+01,1.142139329922429454e+02,3.114521698988660248e+01,2.918681877418185966e+00,-5.686694173956098552e+00,-2.898862353523684021e+01,-2.330192936128073811e+01,2.756699524000000000e+09,1.950306652982615633e+06,3.224550000000000000e+06,3.705375583609197056e+05,1.760719590691533221e-01,0.000000000000000000e+00,2.025000000000000000e+03
9.317256715506715636e+01,9.957214438339441642e+01,1.206296688034187952e+02,3.289858630316061294e+01,1.435744269524666494e+00,-6.399577228327232525e+00,-2.745710164835164946e+01,-2.105752442002442137e+01,1.794461580000000000e+09,1.945537426374649163e+06,5.079659000000000000e+06,3.747596699648288195e+05,2.035760073260073355e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.101877009407492949e+02,1.037944479287010893e+02,1.071338389173130849e+02,2.082447972223213029e+01,2.164214188950143836e+00,6.393253012048190520e+00,3.053862023436209938e+00,-3.339390988611981026e+00,1.444390984000000000e+09,1.828698128302181838e+06,5.885270000000000000e+06,3.353378805889976211e+05,4.069780491830334856e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.750363921439181070e+01,9.307485393629312398e+01,1.300448159762337070e+02,5.458142854204931282e+00,2.559103931564702950e-01,-1.557121472190131151e+01,-5.254117676184189634e+01,-3.696996203994057595e+01,3.538517620000000000e+09,2.150319597766830120e+06,2.468368000000000000e+06,3.443425208183754003e+05,1.311602574682290724e-02,0.000000000000000000e+00,5.575000000000000000e+03
8.732834791219673320e+01,9.647417395609836888e+01,1.190564416570391302e+02,2.323162279310478695e+01,2.285950832456448367e+00,-9.145826043901637448e+00,-3.172809374484238631e+01,-2.258226770094075064e+01,1.440389652000000000e+09,1.816726300732851960e+06,4.915593000000000000e+06,3.221855934039016138e+05,2.300396104967816491e-01,0.000000000000000000e+00,4.375000000000000000e+03
8.442685426638060164e+01,8.523142432744676000e+01,9.739908235682456450e+01,1.066388757047244340e+01,1.249250311639392486e+00,-8.045700610661867813e-01,-1.297222809044397351e+01,-1.216765802937779029e+01,4.769402666000000000e+09,2.139176701111488976e+06,1.892474000000000000e+06,4.062935791153311729e+05,2.892090677107232444e-01,0.000000000000000000e+00,0.000000000000000000e+00
