filename	altitude	azimuth	thin_sky_cover	opaque_sky_cover	fractional_sky_cover	fractional_sky_cover_hybrid	thin_sky_cover_TSI	opaque_sky_cover_TSI	fractional_sky_cover_TSI	energy	entropy	contrast	homogeneity	outside_c	outside_s	horizon_c	horizon_s	inner_c	inner_s	sun_c	sun_s
2018020110280	18.49636695382316	158.3555502144758	0.00034644032565390613	0.9996535596743461	1.0	1.0	0.0012245731002108987	0.9987754268997892	1.0	309174476	281394.5397109428	278806	31273.583333333336	17733	0	4610	0	17120	0	948	0
2018020110290	18.55306032490501	158.60040604801446	2.474573754670758e-05	0.9999752542624533	1.0	1.0	0.001202168439676095	0.9987978315603239	1.0	434049362	288642.03882072715	316731	29204.033333333333	17733	0	4595	0	17120	0	963	0
2018020110300	18.60914072123003	158.8455000569311	0.0004943275908944858	0.9994562396500161	0.9999505672409106	0.9999458859817636	0.0015172445028193574	0.9984374646164995	0.9999547091193188	346398122	284208.258657101	285470	30555.650000000005	17737	0	4595	0	17143	2	982	0
2018020110310	18.664606524808725	159.09083035070952	0.0005192107995846313	0.9994807892004154	1.0	1.0	0.0015861146987515011	0.9984138853012485	1.0	395812732	285931.32670201117	319578	29437.41666666667	17727	0	4588	0	17140	0	991	0
2018020110320	18.71945613073626	159.33639501089382	0.0004450378282153983	0.9995055135242051	0.9999505513524205	1.0	0.0017686673771569806	0.9981859821772749	0.9999546495544319	351433530	284808.2165023052	301123	30070.416666666668	17737	0	4578	0	17139	1	990	1
2018020110330	18.7736879473698	159.58219209118192	0.0012119113573407201	0.9985407597942224	0.9997526711515631	1.0	0.002561603155532383	0.9974157277899939	0.9999773309455262	385981174	286755.1837966653	305316	29888.766666666666	17739	0	4562	0	17123	2	998	8
2018020110340	18.82730039650759	159.82821961753373	0.0012366442421844084	0.9986644242184408	0.9999010684606252	1.0	0.003853739260535443	0.9960329154670958	0.9998866547276313	421176838	288403.72968513524	312870	29485.11666666666	17725	0	4616	1	17123	2	964	1
2018020110350	18.88029191357374	160.0744755883121	0.0008658865441231043	0.9991093738403305	0.9999752603844536	1.0	0.004508280283636528	0.9953331369928184	0.9998414172764549	410275592	289449.3813315858	308543	29680.033333333326	17727	0	4600	0	17118	1	975	0
2018020110360	18.932660947802447	160.32095797442946	0.001632814626060711	0.9981940080651147	0.9998268226911754	1.0	0.00833654260018576	0.9915048818612238	0.9998414244614096	390914392	286968.94018534815	315982	29528.85	17753	0	4574	0	17114	5	973	2
2018020110370	18.98440596241529	160.56766471947367	0.003018905275660695	0.9967831337226566	0.9998020389983173	1.0	0.019860950698643475	0.9800031705052427	0.9998641212038861	389272806	287737.15676397725	319944	29441.300000000003	17723	0	4587	1	17111	4	983	3
2018020110380	19.035525434798835	160.8145937398309	0.005864594674849055	0.993986934573889	0.999851529248738	1.0	0.05738614489208959	0.9424326833797586	0.9998188282718482	404210666	288987.73202127824	324377	29300.1	17750	0	4561	0	17110	5	985	1
